"CellType","marker"
"oligodendrocyte","DGKI"
"oligodendrocyte","SPDYE3"
"oligodendrocyte","KCNB1"
"oligodendrocyte","UNC79"
"oligodendrocyte","CPB2-AS1"
"oligodendrocyte","GPM6B"
"oligodendrocyte","PLEKHA5"
"oligodendrocyte","BCAS3"
"oligodendrocyte","ARID1B"
"oligodendrocyte","FBXL7"
"oligodendrocyte","LDLRAD3"
"oligodendrocyte","DOCK4"
"oligodendrocyte","RNF150"
"oligodendrocyte","NTRK3"
"oligodendrocyte","XKR6"
"oligodendrocyte","BAALC"
"oligodendrocyte","NMNAT2"
"oligodendrocyte","NLGN4X"
"oligodendrocyte","FAT3"
"oligodendrocyte","KCNT2"
"oligodendrocyte","HECW2"
"oligodendrocyte","CACNA1C"
"oligodendrocyte","ENOX1"
"oligodendrocyte","GPR173"
"oligodendrocyte","KSR2"
"oligodendrocyte","DLL3"
"oligodendrocyte","NRG2"
"oligodendrocyte","HCG17"
"oligodendrocyte","KCNN2"
"oligodendrocyte","DAB1"
"oligodendrocyte","ATP2B2"
"oligodendrocyte","MYRIP"
"oligodendrocyte","IL17D"
"oligodendrocyte","IQCH"
"oligodendrocyte","PLD5"
"oligodendrocyte","LINC00240"
"oligodendrocyte","CACNG4"
"oligodendrocyte","ZNF536"
"oligodendrocyte","HYDIN"
"oligodendrocyte","DPYSL5"
"oligodendrocyte","KCNH8"
"oligodendrocyte","MMP24"
"oligodendrocyte","MACROD2"
"oligodendrocyte","ZNF804A"
"oligodendrocyte","SDK1"
"oligodendrocyte","ROBO2"
"oligodendrocyte","DOK6"
"oligodendrocyte","PYGO1"
"oligodendrocyte","GABRB3"
"oligodendrocyte","EFR3B"
"oligodendrocyte","TEAD1"
"oligodendrocyte","PDZRN3"
"oligodendrocyte","SGIP1"
"oligodendrocyte","THSD7A"
"oligodendrocyte","ZFHX4"
"oligodendrocyte","CDH2"
"oligodendrocyte","ZFPM2"
"oligodendrocyte","MPDZ"
"oligodendrocyte","PRICKLE2"
"oligodendrocyte","RIMS2"
"oligodendrocyte","PLEKHH1"
"oligodendrocyte","SNCAIP"
"oligodendrocyte","ATP1B2"
"oligodendrocyte","EML6"
"oligodendrocyte","PRTG"
"oligodendrocyte","MARK1"
"oligodendrocyte","C1QL1"
"oligodendrocyte","SLC25A27"
"oligodendrocyte","OSBP2"
"oligodendrocyte","DCLK1"
"oligodendrocyte","PCDH7"
"oligodendrocyte","CDH13"
"oligodendrocyte","CSRNP3"
"oligodendrocyte","ZNF521"
"oligodendrocyte","CACHD1"
"oligodendrocyte","SGCD"
"oligodendrocyte","PDZD2"
"oligodendrocyte","CDH11"
"oligodendrocyte","PDE5A"
"oligodendrocyte","TEX9"
"oligodendrocyte","WASF3"
"oligodendrocyte","NFIA"
"oligodendrocyte","ID4"
"oligodendrocyte","ANTXR1"
"oligodendrocyte","OTUD7A"
"oligodendrocyte","PLCB4"
"oligodendrocyte","LINGO1"
"oligodendrocyte","IPO9-AS1"
"oligodendrocyte","OSBPL6"
"oligodendrocyte","ARHGEF10L"
"oligodendrocyte","ZNF704"
"oligodendrocyte","SPOCK1"
"oligodendrocyte","EBF1"
"oligodendrocyte","MEIS2"
"oligodendrocyte","CNTNAP2"
"oligodendrocyte","TLN2"
"oligodendrocyte","PDGFC"
"oligodendrocyte","SEMA6A"
"oligodendrocyte","PRKCE"
"oligodendrocyte","ENTPD1-AS1"
"oligodendrocyte","UBA6-AS1"
"oligodendrocyte","LRRC7"
"oligodendrocyte","ACTN2"
"oligodendrocyte","SYCP3"
"oligodendrocyte","HECW1"
"oligodendrocyte","FRMPD3"
"oligodendrocyte","GRIP1"
"oligodendrocyte","ASIC4"
"oligodendrocyte","ZFHX2"
"oligodendrocyte","SLIT1"
"oligodendrocyte","SLC25A18"
"oligodendrocyte","WDR17"
"oligodendrocyte","SCN8A"
"oligodendrocyte","ANKRD23"
"oligodendrocyte","CLSTN2"
"oligodendrocyte","KIF26B"
"oligodendrocyte","BMPR1B"
"oligodendrocyte","GARNL3"
"oligodendrocyte","CAPS2"
"oligodendrocyte","ST6GALNAC3"
"oligodendrocyte","JAM2"
"oligodendrocyte","RANBP17"
"oligodendrocyte","CNIH3"
"oligodendrocyte","BDNF-AS"
"oligodendrocyte","USP3-AS1"
"oligodendrocyte","CACNA1D"
"oligodendrocyte","ANKRD6"
"oligodendrocyte","TET1"
"oligodendrocyte","SLC7A14"
"oligodendrocyte","CSGALNACT1"
"oligodendrocyte","SYCE2"
"oligodendrocyte","SPTBN4"
"oligodendrocyte","C21orf62"
"oligodendrocyte","UNC5C"
"oligodendrocyte","DNHD1"
"oligodendrocyte","PCDH17"
"oligodendrocyte","SCRG1"
"oligodendrocyte","NEO1"
"oligodendrocyte","GRAMD1B"
"oligodendrocyte","FAM169A"
"oligodendrocyte","LRP2BP"
"oligodendrocyte","FAM171B"
"oligodendrocyte","PCCA"
"oligodendrocyte","SLC2A13"
"oligodendrocyte","XYLT1"
"oligodendrocyte","ZNF565"
"oligodendrocyte","DPF3"
"oligodendrocyte","EPM2A"
"oligodendrocyte","CORO2B"
"oligodendrocyte","TSIX"
"oligodendrocyte","EFCAB13"
"oligodendrocyte","COLQ"
"oligodendrocyte","CLTCL1"
"oligodendrocyte","SPDYA"
"oligodendrocyte","LINC01122"
"oligodendrocyte","PAXBP1-AS1"
"oligodendrocyte","ASIC1"
"oligodendrocyte","KIAA1549L"
"oligodendrocyte","AJAP1"
"oligodendrocyte","CUX2"
"oligodendrocyte","BTBD8"
"oligodendrocyte","KIAA0825"
"oligodendrocyte","ZNF235"
"oligodendrocyte","GDPD1"
"oligodendrocyte","PLEKHM3"
"oligodendrocyte","MAGI1"
"oligodendrocyte","KALRN"
"oligodendrocyte","APBB2"
"oligodendrocyte","ANKS1B"
"oligodendrocyte","CDC14B"
"oligodendrocyte","ETV1"
"oligodendrocyte","SASH1"
"oligodendrocyte","STARD13"
"oligodendrocyte","TPST1"
"oligodendrocyte","TTLL7"
"oligodendrocyte","PSD3"
"oligodendrocyte","FAM110B"
"oligodendrocyte","DPYSL3"
"oligodendrocyte","TRIM2"
"oligodendrocyte","NFIB"
"oligodendrocyte","ITGB8"
"oligodendrocyte","CDC42BPA"
"oligodendrocyte","ZNF462"
"oligodendrocyte","EXOC6B"
"oligodendrocyte","CAMSAP2"
"oligodendrocyte","ALDH7A1"
"oligodendrocyte","LIMCH1"
"oligodendrocyte","RPS6KA2"
"oligodendrocyte","TCF7L2"
"oligodendrocyte","PTPN13"
"oligodendrocyte","CREB5"
"oligodendrocyte","RIN2"
"oligodendrocyte","RAPH1"
"oligodendrocyte","ITSN1"
"oligodendrocyte","SLC8A1"
"oligodendrocyte","FRY"
"oligodendrocyte","TJP1"
"oligodendrocyte","MAP7"
"oligodendrocyte","SRGAP1"
"oligodendrocyte","SAMD4A"
"oligodendrocyte","ST3GAL6"
"oligodendrocyte","MERTK"
"oligodendrocyte","DENND5B"
"oligodendrocyte","KANK1"
"oligodendrocyte","PPM1L"
"oligodendrocyte","ZNF532"
"oligodendrocyte","GNAO1"
"oligodendrocyte","DYNC2H1"
"oligodendrocyte","ZNF608"
"oligodendrocyte","RTN1"
"oligodendrocyte","RBFOX2"
"oligodendrocyte","BMPR1A"
"oligodendrocyte","MYO10"
"oligodendrocyte","CTDSPL"
"oligodendrocyte","IGF1R"
"oligodendrocyte","PLXDC2"
"oligodendrocyte","CPE"
"oligodendrocyte","CDK14"
"oligodendrocyte","SLC22A23"
"oligodendrocyte","CACNA2D3"
"oligodendrocyte","RAB27B"
"oligodendrocyte","WDPCP"
"oligodendrocyte","ABAT"
"oligodendrocyte","PTCH1"
"oligodendrocyte","CNNM2"
"oligodendrocyte","BTRC"
"oligodendrocyte","TMTC2"
"oligodendrocyte","PBX1"
"oligodendrocyte","AFF3"
"oligodendrocyte","BCR"
"oligodendrocyte","NAV1"
"oligodendrocyte","EPN2"
"oligodendrocyte","PEAK1"
"oligodendrocyte","GAB1"
"oligodendrocyte","RFX3"
"oligodendrocyte","OSBPL11"
"plasmablast","SSR4"
"plasmablast","MZB1"
"plasmablast","HERPUD1"
"plasmablast","XBP1"
"plasmablast","CYBA"
"plasmablast","HSP90B1"
"plasmablast","DERL3"
"plasmablast","FKBP11"
"plasmablast","CD79A"
"plasmablast","SEC11C"
"plasmablast","PPIB"
"plasmablast","SUB1"
"plasmablast","PRDX4"
"plasmablast","FKBP2"
"plasmablast","ISG20"
"plasmablast","SPCS2"
"plasmablast","SPCS1"
"plasmablast","SSR3"
"plasmablast","PIM2"
"plasmablast","SERP1"
"plasmablast","OST4"
"plasmablast","RABAC1"
"plasmablast","SPCS3"
"plasmablast","SDF2L1"
"plasmablast","PDIA6"
"plasmablast","MANF"
"plasmablast","SSR2"
"plasmablast","UBE2J1"
"plasmablast","COPE"
"plasmablast","DNAJB9"
"plasmablast","TMED9"
"plasmablast","LMAN1"
"plasmablast","RPN2"
"plasmablast","ERLEC1"
"plasmablast","TMED2"
"plasmablast","ATF4"
"plasmablast","PDIA4"
"plasmablast","LMAN2"
"plasmablast","TRAM1"
"plasmablast","VPREB3"
"plasmablast","CRELD2"
"plasmablast","JSRP1"
"plasmablast","HM13"
"plasmablast","REEP5"
"plasmablast","TXNDC15"
"plasmablast","TXNDC11"
"plasmablast","DNAJC1"
"plasmablast","TMEM208"
"plasmablast","DNAJB11"
"plasmablast","DERL1"
"plasmablast","VOPP1"
"plasmablast","TRIB1"
"plasmablast","ALG5"
"plasmablast","SEL1L"
"plasmablast","CISD2"
"plasmablast","SPAG4"
"plasmablast","IFNAR2"
"plasmablast","KLF13"
"plasmablast","EAF2"
"plasmablast","SRPRB"
"plasmablast","TOR3A"
"plasmablast","MEI1"
"plasmablast","PDK1"
"plasmablast","ARSA"
"plasmablast","TP53INP1"
"plasmablast","GMPPB"
"plasmablast","HSPA13"
"plasmablast","SYVN1"
"plasmablast","SLC17A9"
"plasmablast","SEC61B"
"plasmablast","ITM2C"
"plasmablast","RPL36AL"
"plasmablast","TMEM59"
"plasmablast","TMEM258"
"plasmablast","KDELR2"
"plasmablast","NUCB2"
"plasmablast","SEC62"
"plasmablast","CD79B"
"plasmablast","TMED10"
"plasmablast","NDUFB11"
"plasmablast","RRBP1"
"plasmablast","ERGIC3"
"plasmablast","KRTCAP2"
"plasmablast","CD38"
"plasmablast","DNAAF1"
"plasmablast","TECR"
"plasmablast","SRM"
"plasmablast","DDOST"
"plasmablast","RPN1"
"plasmablast","SIL1"
"plasmablast","UFM1"
"plasmablast","EHMT1"
"plasmablast","SSR1"
"plasmablast","SLAMF7"
"plasmablast","FBXW7"
"plasmablast","NANS"
"plasmablast","RAB30"
"plasmablast","SPATS2"
"plasmablast","BLNK"
"plasmablast","HSH2D"
"plasmablast","CLPTM1L"
"plasmablast","ST6GALNAC4"
"plasmablast","SLC35B1"
"plasmablast","TAPBPL"
"plasmablast","CPNE5"
"plasmablast","PREB"
"plasmablast","MANEA"
"plasmablast","SEC61G"
"plasmablast","BTG2"
"plasmablast","HSPA5"
"plasmablast","TMBIM6"
"plasmablast","ANKRD28"
"plasmablast","CUTA"
"plasmablast","DAD1"
"plasmablast","OSTC"
"plasmablast","PRDM1"
"plasmablast","KDELR1"
"plasmablast","LY96"
"plasmablast","TPD52"
"plasmablast","ELL2"
"plasmablast","SEL1L3"
"plasmablast","ICAM2"
"plasmablast","GNG7"
"plasmablast","ST6GAL1"
"plasmablast","DNAJC3"
"plasmablast","SEC61A1"
"plasmablast","CHID1"
"plasmablast","SLC38A5"
"plasmablast","B4GALT7"
"plasmablast","PAIP2B"
"plasmablast","UBC"
"plasmablast","CD27"
"plasmablast","P4HB"
"plasmablast","ZNF706"
"plasmablast","GLRX"
"plasmablast","SMDT1"
"plasmablast","CNPY2"
"plasmablast","CPEB4"
"plasmablast","RALGPS2"
"plasmablast","SDC1"
"plasmablast","FNDC3A"
"plasmablast","CHPF"
"plasmablast","TPST2"
"plasmablast","AUP1"
"plasmablast","LRRC59"
"plasmablast","PYCR1"
"plasmablast","C11orf24"
"plasmablast","CCR10"
"plasmablast","C11orf80"
"plasmablast","BRSK1"
"plasmablast","CHAC1"
"plasmablast","RPLP1"
"plasmablast","JUN"
"plasmablast","EIF1"
"plasmablast","CITED2"
"plasmablast","JTB"
"plasmablast","AURKAIP1"
"plasmablast","SEC14L1"
"plasmablast","SAR1B"
"plasmablast","COBLL1"
"plasmablast","CCNC"
"plasmablast","C19orf38"
"plasmablast","TMEM19"
"plasmablast","CALR"
"plasmablast","IGF1"
"plasmablast","NDUFA1"
"plasmablast","ARF4"
"plasmablast","DPP7"
"plasmablast","HDLBP"
"plasmablast","HAX1"
"plasmablast","TMED4"
"plasmablast","PDXK"
"plasmablast","GNL3"
"plasmablast","RPS6KB2"
"plasmablast","IFNAR1"
"plasmablast","RASGRP3"
"plasmablast","SLC1A4"
"plasmablast","CEP128"
"plasmablast","CD180"
"plasmablast","HLA-C"
"plasmablast","RNASE6"
"plasmablast","THEMIS2"
"plasmablast","LRPAP1"
"plasmablast","QPRT"
"plasmablast","IFI27L1"
"plasmablast","E2F5"
"plasmablast","RPS5"
"plasmablast","DUSP5"
"plasmablast","ATRAID"
"plasmablast","TMEM147"
"plasmablast","VKORC1"
"plasmablast","FNDC3B"
"plasmablast","MAN1A1"
"plasmablast","UAP1"
"plasmablast","B9D1"
"plasmablast","WIPI1"
"plasmablast","PARM1"
"plasmablast","HSD17B8"
"plasmablast","BHLHE41"
"plasmablast","CTSH"
"plasmablast","MEF2C"
"plasmablast","ICAM3"
"plasmablast","GAS6"
"plasmablast","DENND5B"
"plasmablast","TNFRSF13C"
"plasmablast","DOK3"
"plasmablast","CNKSR1"
"plasmablast","FTL"
"plasmablast","FAM3C"
"plasmablast","CCDC167"
"plasmablast","CCPG1"
"plasmablast","TMEM156"
"plasmablast","CHST2"
"plasmablast","MTDH"
"plasmablast","RPL22L1"
"plasmablast","TMEM256"
"plasmablast","ERGIC2"
"plasmablast","SRP72"
"plasmablast","CREB3L2"
"plasmablast","COMMD3"
"plasmablast","DERL2"
"plasmablast","B4GALT3"
"plasmablast","SLC38A10"
"plasmablast","ALG3"
"plasmablast","DEF8"
"plasmablast","NCLN"
"plasmablast","SEC24A"
"plasmablast","GMPPA"
"plasmablast","C16orf74"
"plasmablast","PAOX"
"plasmablast","FICD"
"plasmablast","STARD5"
"plasmablast","COX5A"
"plasmablast","MRPS31"
"plasmablast","DNAJC4"
"plasmablast","ORAI2"
"plasmablast","NUDT22"
"plasmablast","USP48"
"plasmablast","TMED5"
"plasmablast","EDEM1"
"plasmablast","MGAT2"
"plasmablast","SLC52A2"
"plasmablast","LARP1B"
"plasmablast","EDEM2"
"plasmablast","SEC24D"
"plasmablast","ABCB9"
"plasmablast","EIF2AK3"
"plasmablast","CASP10"
"plasmablast","NAPA-AS1"
"plasmablast","KCNK6"
"plasmablast","SERPINI1"
"plasmablast","FBXO16"
"plasmablast","HID1"
"plasmablast","ALDH1L2"
"plasmablast","CDK14"
"plasmablast","ITGA8"
"plasmablast","BTK"
"plasmablast","FGD2"
"plasmablast","LILRB1"
"plasmablast","SCAMP5"
"plasmablast","TRAM2"
"plasmablast","ATAD3C"
"plasmablast","CADM1"
"plasmablast","LILRB4"
"plasmablast","PTP4A3"
"plasmablast","ERN1"
"plasmablast","CSF2RB"
"plasmablast","CERCAM"
"plasmablast","CKAP4"
"plasmablast","OTUD1"
"plasmablast","LINC00877"
"plasmablast","LINC00528"
"plasmablast","TMEM45A"
"plasmablast","KCNA3"
"plasmablast","WFS1"
"plasmablast","RWDD2A"
"plasmablast","IFI30"
"plasmablast","P2RX5"
"plasmablast","KNTC1"
"plasmablast","TBCEL"
"plasmablast","IRF4"
"plasmablast","SSPN"
"plasmablast","KANK1"
"plasmablast","SLC7A7"
"plasmablast","LY9"
"plasmablast","NCF4"
"plasmablast","SYK"
"plasmablast","CXorf21"
"plasmablast","PSEN2"
"plasmablast","EDF1"
"plasmablast","ISCU"
"plasmablast","GTF3A"
"plasmablast","TAPBP"
"plasmablast","ACADVL"
"plasmablast","FDX1"
"plasmablast","PABPC4"
"plasmablast","CDV3"
"plasmablast","UBALD2"
"plasmablast","IGLL1"
"plasmablast","SRP54"
"plasmablast","WDR45"
"plasmablast","ARFGAP3"
"plasmablast","GORASP2"
"plasmablast","NMRK1"
"plasmablast","BCKDK"
"plasmablast","MCUR1"
"plasmablast","EBAG9"
"plasmablast","GOLT1B"
"plasmablast","SCYL1"
"plasmablast","UBA5"
"plasmablast","CCDC144A"
"plasmablast","PRADC1"
"plasmablast","MCEE"
"plasmablast","GEMIN7"
"plasmablast","PGM3"
"plasmablast","FUT8"
"plasmablast","SCFD1"
"plasmablast","SLC50A1"
"plasmablast","RHBDD1"
"plasmablast","ALG14"
"plasmablast","GPR160"
"plasmablast","BEX5"
"plasmablast","TMEM238"
"plasmablast","N4BP3"
"plasmablast","ADAM28"
"plasmablast","PAQR6"
"plasmablast","FAM27C"
"plasmablast","OSBPL10"
"plasmablast","BASP1"
"plasmablast","MYBL2"
"plasmablast","AIM2"
"plasmablast","LAMA5"
"plasmablast","WNT10A"
"plasmablast","PDIA5"
"plasmablast","ZNF296"
"plasmablast","AIFM2"
"plasmablast","CLECL1"
"plasmablast","MYO1D"
"plasmablast","PHGDH"
"plasmablast","ABCC4"
"plasmablast","NRROS"
"plasmablast","SMIM1"
"plasmablast","PODXL2"
"plasmablast","APOM"
"plasmablast","PTCH2"
"plasmablast","CTHRC1"
"plasmablast","MCTP2"
"plasmablast","SMOX"
"plasmablast","NEIL1"
"plasmablast","FN3K"
"plasmablast","PIF1"
"plasmablast","CHAC2"
"plasmablast","KHK"
"plasmablast","CCDC102A"
"plasmablast","CLPB"
"plasmablast","TIFA"
"plasmablast","HMCES"
"plasmablast","AGA"
"plasmablast","YIPF1"
"plasmablast","ASNS"
"plasmablast","DXO"
"plasmablast","COX18"
"plasmablast","GNB3"
"plasmablast","SLC33A1"
"plasmablast","GPR85"
"plasmablast","TEX14"
"plasmablast","CDC6"
"plasmablast","PRDM15"
"plasmablast","FBXL22"
"plasmablast","F12"
"plasmablast","BUB1"
"plasmablast","DHRS13"
"plasmablast","C7orf31"
"plasmablast","ZSCAN2"
"plasmablast","KCNK12"
"plasmablast","SLCO5A1"
"plasmablast","ETV2"
"plasmablast","XKR6"
"plasmablast","ZFAT"
"plasmablast","HMMR"
"plasmablast","TESK2"
"plasmablast","GSTM2"
"plasmablast","CTH"
"plasmablast","ZNF165"
"plasmablast","SHCBP1"
"plasmablast","MRPL38"
"plasmablast","C14orf28"
"plasmablast","BSCL2"
"plasmablast","TRIM73"
"plasmablast","C1orf53"
"plasmablast","LRRC24"
"plasmablast","VILL"
"plasmablast","GEN1"
"plasmablast","ALG9"
"plasmablast","PCAT6"
"plasmablast","UBA6-AS1"
"plasmablast","LAMP5"
"plasmablast","TEX9"
"plasmablast","RRM2"
"plasmablast","CABLES1"
"plasmablast","P2RY6"
"plasmablast","C2"
"plasmablast","LMTK2"
"plasmablast","GPT2"
"plasmablast","BLM"
"plasmablast","COCH"
"plasmablast","DAPL1"
"plasmablast","WNT5B"
"plasmablast","GPR89B"
"plasmablast","ANKDD1A"
"plasmablast","INTS7"
"plasmablast","AVEN"
"plasmablast","PPAT"
"plasmablast","TUT1"
"plasmablast","C15orf65"
"plasmablast","FBXL8"
"plasmablast","NAPSA"
"plasmablast","PSAT1"
"plasmablast","ZNF275"
"plasmablast","BIK"
"plasmablast","IL15RA"
"plasmablast","BRCA2"
"plasmablast","SPI1"
"plasmablast","EPN2"
"plasmablast","LAT2"
"plasmablast","MFSD3"
"plasmablast","XKR8"
"plasmablast","CCL18"
"plasmablast","S100P"
"plasmablast","LTC4S"
"plasmablast","MUC1"
"plasmablast","FBP1"
"plasmablast","ADM"
"plasmablast","TNFAIP2"
"plasmablast","RBM47"
"plasmablast","DAPP1"
"plasmablast","HDAC9"
"plasmablast","IQCG"
"plasmablast","TM7SF2"
"plasmablast","LMF1"
"plasmablast","NT5DC2"
"plasmablast","MACROD1"
"plasmablast","MPV17L2"
"plasmablast","SLC39A11"
"plasmablast","PLEK"
"plasmablast","GAB1"
"plasmablast","SIT1"
"plasmablast","SULF2"
"plasmablast","TLE1"
"plasmablast","TBXAS1"
"plasmablast","MIAT"
"plasmablast","CYSLTR1"
"plasmablast","CHST15"
"plasmablast","TBC1D9"
"plasmablast","DENND3"
"plasmablast","OSBPL3"
"plasmablast","RILP"
"plasmablast","SLC35C1"
"plasmacytoid dendritic cell, human","GZMB"
"plasmacytoid dendritic cell, human","GPR183"
"plasmacytoid dendritic cell, human","IRF7"
"plasmacytoid dendritic cell, human","PLAC8"
"plasmacytoid dendritic cell, human","IRF8"
"plasmacytoid dendritic cell, human","C12orf75"
"plasmacytoid dendritic cell, human","TSPAN13"
"plasmacytoid dendritic cell, human","PLD4"
"plasmacytoid dendritic cell, human","LILRA4"
"plasmacytoid dendritic cell, human","PPP1R14B"
"plasmacytoid dendritic cell, human","IRF4"
"plasmacytoid dendritic cell, human","PLP2"
"plasmacytoid dendritic cell, human","NR3C1"
"plasmacytoid dendritic cell, human","CCDC50"
"plasmacytoid dendritic cell, human","ZC3HAV1"
"plasmacytoid dendritic cell, human","UGCG"
"plasmacytoid dendritic cell, human","IL3RA"
"plasmacytoid dendritic cell, human","CLN8"
"plasmacytoid dendritic cell, human","IRF2BP2"
"plasmacytoid dendritic cell, human","SPIB"
"plasmacytoid dendritic cell, human","SLC20A1"
"plasmacytoid dendritic cell, human","PTCRA"
"plasmacytoid dendritic cell, human","CYB561A3"
"plasmacytoid dendritic cell, human","SMPD3"
"plasmacytoid dendritic cell, human","MYBL2"
"plasmacytoid dendritic cell, human","SLC15A4"
"plasmacytoid dendritic cell, human","DCK"
"plasmacytoid dendritic cell, human","MAP1A"
"plasmacytoid dendritic cell, human","LINC00996"
"plasmacytoid dendritic cell, human","OPN3"
"plasmacytoid dendritic cell, human","LAMP5"
"plasmacytoid dendritic cell, human","MAPKAPK2"
"plasmacytoid dendritic cell, human","CD2AP"
"plasmacytoid dendritic cell, human","RPS6KA4"
"plasmacytoid dendritic cell, human","IDH3A"
"plasmacytoid dendritic cell, human","POLB"
"plasmacytoid dendritic cell, human","RUNX2"
"plasmacytoid dendritic cell, human","CHAF1A"
"plasmacytoid dendritic cell, human","ZFAT"
"plasmacytoid dendritic cell, human","CHML"
"plasmacytoid dendritic cell, human","SEMA7A"
"plasmacytoid dendritic cell, human","SUSD1"
"plasmacytoid dendritic cell, human","PACSIN1"
"plasmacytoid dendritic cell, human","MED26"
